pop,Dtaj
paucaCA,NA
paucaCA,-1.52893069091515
paucaCA,-1.4083272488195
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,-1.33698116636473
paucaCA,-1.39030798108784
paucaCA,-1.29503085280462
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,-1.13197224468829
paucaCA,-1.13197224468829
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,-1.36732419005365
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,-1.13197224468829
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-1.53848694344497
paucaCA,-0.933020528695905
paucaCA,-1.23311176323927
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,-1.23311176323927
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,-1.54399452048141
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.5295145193871
paucaCA,-0.933020528695905
paucaCA,-1.29503085280462
paucaCA,-1.29503085280462
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-1.13197224468829
paucaCA,-1.23311176323927
paucaCA,-1.39030798108784
paucaCA,-1.49246742690689
paucaCA,-1.47246981957304
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-1.50859717197774
paucaCA,-1.33698116636473
paucaCA,-1.44476631280255
paucaCA,-1.23311176323927
paucaCA,-0.933020528695905
paucaCA,-1.52321769787913
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-1.46055600065981
paucaCA,-1.49806425260772
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-1.50486429137474
paucaCA,-1.4347734852362
paucaCA,NA
paucaCA,-1.23311176323927
paucaCA,-1.23311176323927
paucaCA,-1.33698116636473
paucaCA,-0.933020528695905
paucaCA,-1.4347734852362
paucaCA,-1.45325510045285
paucaCA,-0.933020528695905
paucaCA,-1.42283707476851
paucaCA,-1.33698116636473
paucaCA,-1.42283707476851
paucaCA,-1.51467692409606
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-1.23311176323927
paucaCA,-1.4083272488195
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-1.45325510045285
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.49539125826899
paucaCA,NA
paucaCA,NA
paucaCA,-1.29503085280462
paucaCA,-1.23311176323927
paucaCA,-1.44476631280255
paucaCA,-1.42283707476851
paucaCA,-1.33698116636473
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.13197224468829
paucaCA,-1.23311176323927
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-1.23311176323927
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-1.13197224468829
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-1.51183756647901
paucaCA,-1.52141679151852
paucaCA,-1.36732419005365
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.29503085280462
paucaCA,NA
paucaCA,-1.23311176323927
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-1.29503085280462
paucaCA,-1.13197224468829
paucaCA,-1.51027262929752
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-1.33698116636473
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.44476631280255
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,-1.53609378997735
paucaCA,NA
paucaCA,NA
paucaCA,-1.33698116636473
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,-1.36732419005365
paucaCA,-1.13197224468829
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,-0.933020528695905
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.13197224468829
paucaCA,-1.50679905466224
paucaCA,-1.48177971925922
paucaCA,-1.13197224468829
paucaCA,-1.48925569255439
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,NA
paucaCA,-0.933020528695905
paucaCA,-1.23311176323927
paucaSA,-0.12687720816627
paucaSA,1.30045226724645
paucaSA,2.18382280008917
paucaSA,2.00867203476892
paucaSA,1.64832279626569
paucaSA,-1.35981980145813
paucaSA,-0.491383802750177
paucaSA,1.25078313470188
paucaSA,NA
paucaSA,-0.46215935131172
paucaSA,-0.274290186420241
paucaSA,-0.62636218294444
paucaSA,2.27022732449653
paucaSA,2.10842510651971
paucaSA,NA
paucaSA,-2.05866743467822
paucaSA,2.28602739293608
paucaSA,1.87354207488619
paucaSA,-1.54957355329177
paucaSA,0.0966442205973636
paucaSA,-1.46800578074807
paucaSA,0.950509499764964
paucaSA,NA
paucaSA,NA
paucaSA,1.15888391016858
paucaSA,0.425595348542734
paucaSA,0.519809530937987
paucaSA,1.67416113469387
paucaSA,NA
paucaSA,-0.752933632765216
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,-0.460609880140808
paucaSA,-1.65231206077165
paucaSA,-1.46800578074807
paucaSA,-1.14914710512396
paucaSA,-1.46800578074807
paucaSA,-1.88452480890844
paucaSA,NA
paucaSA,-0.909202208838987
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,NA
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,-1.04303735135174
paucaSA,0.185798273574296
paucaSA,0.431926363742814
paucaSA,1.46815219523798
paucaSA,1.54106240095481
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,-1.46800578074807
paucaSA,0.614256157835501
paucaSA,0.63563274993264
paucaSA,-0.964187082651281
paucaSA,0.431926363742814
paucaSA,-2.18275830889678
paucaSA,NA
paucaSA,NA
paucaSA,-0.12687720816627
paucaSA,0.950509499764964
paucaSA,NA
paucaSA,0.122655637042556
paucaSA,NA
paucaSA,-1.46800578074807
paucaSA,-0.39439074523412
paucaSA,1.46815219523798
paucaSA,NA
paucaSA,-0.12687720816627
paucaSA,0.950509499764964
paucaSA,-1.7749668419477
paucaSA,1.46007871692906
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,0.431926363742814
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,-0.921570063754276
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,-1.50447998651621
paucaSA,1.61828335962594
paucaSA,0.58980745600019
paucaSA,0.923227230428305
paucaSA,-1.27433211820114
paucaSA,-0.153330186388072
paucaSA,-0.714252395854379
paucaSA,1.55278980305265
paucaSA,0.425595348542734
paucaSA,-0.46215935131172
paucaSA,-0.909202208838987
paucaSA,-1.92973914693524
paucaSA,0.959548411093809
paucaSA,0.662148573032556
paucaSA,NA
paucaSA,NA
paucaSA,0.292864448712026
paucaSA,0.333369819654597
paucaSA,-1.23300495559248
paucaSA,-1.46800578074807
paucaSA,0.425595348542734
paucaSA,-1.8631138324346
paucaSA,-1.65231206077165
paucaSA,-1.7749668419477
paucaSA,-0.829057122768544
paucaSA,-0.153407323354861
paucaSA,-1.14914710512396
paucaSA,2.59829028560456
paucaSA,0.673483658766762
paucaSA,-0.46215935131172
paucaSA,1.11511483341092
paucaSA,1.6612942219428
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,1.86986762273344
paucaSA,1.575318539059
paucaSA,1.60104747866833
paucaSA,-1.79475488927246
paucaSA,1.17960765025037
paucaSA,-1.20028494382623
paucaSA,0.927632355707032
paucaSA,-1.46800578074807
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,1.11043360466425
paucaSA,NA
paucaSA,-2.15033862613955
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,-1.8631138324346
paucaSA,-2.02402755776793
paucaSA,-0.166784026781922
paucaSA,-0.350398636929903
paucaSA,-0.244011475236354
paucaSA,-0.639728254902754
paucaSA,-0.526807691551965
paucaSA,NA
paucaSA,-0.509279335713844
paucaSA,0.543687078124631
paucaSA,2.29052591677084
paucaSA,1.6612942219428
paucaSA,-1.52196690338491
paucaSA,-0.912304947263558
paucaSA,1.70214478066177
paucaSA,-0.761492142827176
paucaSA,0.116852596410612
paucaSA,0.878969221270081
paucaSA,-1.98195734999876
paucaSA,0.950509499764964
paucaSA,NA
paucaSA,0.950509499764964
paucaSA,-1.14914710512396
paucaSA,-1.8631138324346
paucaSA,-1.46462586600666
paucaSA,-2.16837991364646
paucaSA,1.30045226724645
paucaSA,0.00918309592957556
paucaSA,0.489941624132608
paucaSA,1.11026414709124
paucaSA,-0.460609880140808
paucaSA,-0.909202208838987
paucaSA,0.878969221270081
paucaSA,-1.7749668419477
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,0.950509499764964
paucaSA,-1.14914710512396
paucaSA,-1.46800578074807
paucaSA,0.431926363742814
paucaSA,-0.274290186420241
paucaSA,2.30946951288047
paucaSA,-0.631786763806656
paucaSA,-0.804128689395644
paucaSA,-2.20707689766367
paucaSA,-1.82354642166797
paucaSA,-2.01291044709992
paucaSA,1.36669909651843
paucaSA,-0.12687720816627
paucaSA,-0.166784026781922
paucaSA,1.47542365098719
paucaSA,-2.13364131605632
paucaSA,-1.98195734999876
paucaSA,-2.11238524570105
paucaSA,-1.41063417967849
paucaSA,-0.0424323054817902
paucaSA,-0.657251446715396
paucaSA,-0.350398636929903
paucaSA,-0.789810482959342
paucaSA,-0.417200963355079
paucaSA,-0.020842016017791
paucaSA,0.171824750584915
paucaSA,-1.65231206077165
paucaSA,2.10842510651971
paucaSA,0.878969221270081
paucaSA,1.21425136441553
paucaSA,1.43777279317916
paucaSA,1.55859273805444
paucaSA,1.43777279317916
paucaSA,1.83249027364786
paucaSA,1.76482743676563
paucaSA,0.0592473574060236
paucaSA,-0.46215935131172
paucaSA,-0.558797203003071
paucaSA,0.567246121141547
paucaSA,0.579753929429001
paucaSA,0.425595348542734
paucaSA,1.86146268378589
paucaSA,1.27751884266288
paucaSA,1.18038540463974
paucaSA,0.797060401196765
paucaSA,0.268902922085682
paucaSA,0.0353813089874432
paucaSA,-1.57106808252283
paucaSA,-0.504205719399351
paucaSA,-0.761492142827176
paucaSA,-0.12687720816627
paucaSA,0.179391907599046
paucaSA,-1.67732236784964
paucaSA,-1.98195734999876
paucaSA,-2.13364131605632
paucaSA,0.0873685859696502
paucaSA,1.62848035877483
paucaSA,0.657372435941559
paucaSA,1.21425136441553
paucaSA,0.860227154276928
paucaSA,-1.49835306293131
paucaSA,-1.44339550715047
paucaSA,-1.36748496863082
paucaSA,1.32745594477558
paucaSA,1.71158738273528
paucaSA,1.01586497480782
paucaSA,1.6824739949453
paucaSA,NA
paucaSA,0.496497171965995
paucaSA,-1.46800578074807
paucaSA,-1.14914710512396
paucaSA,-0.897559271449134
paucaSA,NA
paucaSA,2.07623701471029
paucaSA,2.2789319545344
paucaSA,-0.897559271449134
paucaSA,-0.645975008341626
paucaSA,-1.8631138324346
paucaSA,-0.0948509308861913
paucaSA,0.714693533294738
paucaSA,NA
paucaSA,-1.46800578074807
paucaSA,0.950509499764964
paucaSA,-1.44618557457078
paucaSA,NA
paucaSA,-0.509580855700623
paucaSA,-0.423239167316181
paucaSA,-0.127078142496151
paucaSA,-0.509580855700623
paucaSA,1.74030382105719
paucaSA,1.44925816669195
paucaSA,-2.03120872173605
paucaSA,-1.7749668419477
paucaSA,0.657372435941559
paucaSA,2.05168883596322
paucaSA,-2.13150007598561
paucaSA,-0.293859582456259
paucaSA,0.210294777261072
paucaSA,1.46815219523798
paucaSA,0.431926363742814
paucaSA,NA
paucaSA,1.31411731872885
paucaSA,0.0966442205973636
paucaSA,2.22960248135337
paucaSA,1.06276231558977
paucaSA,-0.922165151813543
paucaSA,1.6612942219428
paucaSA,0.431926363742814
paucaSA,1.31411731872885
paucaSA,-0.153407323354861
paucaSA,-1.65231206077165
paucaSA,-1.65231206077165
paucaSA,0.20840493497918
paucaSA,-1.23300495559248
paucaSA,-1.46800578074807
paucaSA,0.454677496117454
paucaSA,-0.0589450610907772
paucaSA,-1.76640256500205
paucaSA,0.950509499764964
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,0.86160645997418
paucaSA,-0.174933211537032
paucaSA,-2.00753152057375
paucaSA,-2.06625040026478
paucaSA,-2.08769750183516
paucaSA,-1.47889385877636
paucaSA,-1.98195734999876
paucaSA,-2.07197462710463
paucaSA,NA
paucaSA,-2.13364131605632
paucaSA,-2.16837991364646
paucaSA,-1.65231206077165
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,0.950509499764964
paucaSA,0.108777780980894
paucaSA,1.58835472084748
paucaSA,0.01768078286202
paucaSA,-1.14914710512396
paucaSA,1.41623351124817
paucaSA,0.543687078124631
paucaSA,0.469838655495665
paucaSA,-0.546169986658636
paucaSA,-0.879259493727191
paucaSA,0.140443334434844
paucaSA,1.48141260742119
paucaSA,0.826659559338039
paucaSA,0.944573850077824
paucaSA,1.32902997864422
paucaSA,1.86986762273344
paucaSA,1.30045226724645
paucaSA,NA
paucaSA,-0.416474018501764
paucaSA,1.61153258549635
paucaSA,0.868557678745681
paucaSA,2.20364066352412
paucaSA,2.10842510651971
paucaSA,2.35935901229147
paucaSA,1.09968043623344
paucaSA,1.06276231558977
paucaSA,-0.294229553880827
paucaSA,1.27473561289707
paucaSA,-1.14914710512396
paucaSA,-1.65231206077165
paucaSA,-0.964187082651281
paucaSA,-0.274290186420241
paucaSA,-0.12687720816627
paucaSA,-0.153407323354861
paucaSA,-1.23519641317285
paucaSA,-1.65231206077165
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,0.179391907599046
paucaSA,0.567780606615294
paucaSA,-0.153407323354861
paucaSA,0.657372435941559
paucaSA,1.53527029261244
paucaSA,0.830557835849748
paucaSA,-0.460609880140808
paucaSA,0.543687078124631
paucaSA,0.691760521772565
paucaSA,0.58980745600019
paucaSA,0.788136760458229
paucaSA,-1.8631138324346
paucaSA,-0.331234527409365
paucaSA,0.860067375765664
paucaSA,-0.39439074523412
paucaSA,1.43996633923518
paucaSA,-1.14914710512396
paucaSA,0.425595348542734
paucaSA,-0.897559271449134
paucaSA,1.78012632379117
paucaSA,-1.82764494407304
paucaSA,0.425595348542734
paucaSA,0.176012802136779
paucaSA,-1.19517451353802
paucaSA,-1.67732236784964
paucaSA,1.14595532178063
paucaSA,-0.530100686260306
paucaSA,0.444059086742413
paucaSA,1.30045226724645
paucaSA,-0.478252166269955
paucaSA,-0.274290186420241
paucaSA,0.108777780980894
paucaSA,1.54106240095481
paucaSA,1.8160570148507
paucaSA,0.950509499764964
paucaSA,-0.12687720816627
paucaSA,-0.12687720816627
paucaSA,-0.12687720816627
paucaSA,1.54106240095481
paucaSA,-0.290501608176464
paucaSA,-0.274290186420241
paucaSA,-0.644642834075717
paucaSA,2.23542835363789
paucaSA,1.03485427648127
paucaSA,0.948521665328846
paucaSA,0.542520263190153
paucaSA,-0.337246432566013
paucaSA,0.792254620119564
paucaSA,0.82025485495846
paucaSA,-0.688628640018502
paucaSA,0.224983777696593
paucaSA,0.0420777357875975
paucaSA,-1.14914710512396
paucaSA,-0.215755002341736
paucaSA,-0.423667243120335
paucaSA,0.963920749086998
paucaSA,1.47845230703807
paucaSA,1.45243768292637
paucaSA,1.4297173082921
paucaSA,1.46815219523798
paucaSA,1.90554115485077
paucaSA,0.950509499764964
paucaSA,0.360362044088402
paucaSA,0.425595348542734
paucaSA,0.0966442205973641
paucaSA,2.48313991116989
paucaSA,0.0048451268294607
paucaSA,0.556219100259342
paucaSA,NA
paucaSA,0.771197987542
paucaSA,NA
paucaSA,0.950509499764964
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,0.86160645997418
paucaSA,-0.274290186420241
paucaSA,0.360362044088402
paucaSA,NA
paucaSA,-1.65231206077165
paucaSA,NA
paucaSA,-1.7749668419477
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,-0.478252166269955
paucaSA,NA
paucaSA,0.389145284965042
paucaSA,-0.817524680494282
paucaSA,1.98234352573235
paucaSA,1.31591940465081
paucaSA,1.13706794992105
paucaSA,0.590829104200065
paucaSA,0.950509499764964
paucaSA,-1.8631138324346
paucaSA,-0.598683999214948
paucaSA,0.528084886160072
paucaSA,0.364385972780314
paucaSA,0.425595348542734
paucaSA,-0.909202208838987
paucaSA,-1.64072513283074
paucaSA,0.512875296621982
paucaSA,0.718568308272007
paucaSA,-0.748247973736686
paucaSA,0.917618178658071
paucaSA,0.475829904726814
paucaSA,0.881949498384239
paucaSA,0.68191944987064
paucaSA,-1.92973914693524
paucaSA,1.5961710933714
paucaSA,1.8067125526091
paucaSA,0.562905078932044
paucaSA,0.725043097024734
paucaSA,0.950509499764964
paucaSA,1.58965156830171
paucaSA,-0.514396915824494
paucaSA,NA
paucaSA,-1.24907108100995
paucaSA,-1.59395873700468
paucaSA,2.57700842693686
paucaSA,-1.65231206077165
paucaSA,-0.274290186420241
paucaSA,1.34645814487528
paucaSA,1.31969950525556
paucaSA,-1.32479293910462
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,-1.65231206077165
paucaSA,-1.65231206077165
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,NA
paucaSA,1.13424302384272
paucaSA,NA
paucaSA,0.878969221270081
paucaSA,NA
paucaSA,-2.15213736658646
paucaSA,-1.8631138324346
paucaSA,-0.690076681124153
paucaSA,-2.19557685838151
paucaSA,-1.65231206077165
paucaSA,1.12203155395385
paucaSA,0.657372435941559
paucaSA,-1.65231206077165
paucaSA,NA
paucaSA,NA
paucaSA,0.0802775415542176
paucaSA,0.431926363742814
paucaSA,1.36669909651843
paucaSA,1.46815219523798
paucaSA,-0.0791060388956508
paucaSA,1.06744823724437
paucaSA,1.26545725541387
paucaSA,0.863530570303415
paucaSA,-0.688628640018502
paucaSA,1.87873879411995
paucaSA,1.06141570401422
paucaSA,-0.46215935131172
paucaSA,1.36669909651843
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,1.85550754438728
paucaSA,-0.103188840628225
paucaSA,0.543687078124631
paucaSA,-1.48447340494946
paucaSA,-0.46215935131172
paucaSA,0.0873685859696502
paucaSA,1.30045226724645
paucaSA,1.29370885427359
paucaSA,0.657372435941559
paucaSA,NA
paucaSA,-1.86102314401676
paucaSA,-1.8631138324346
paucaSA,-2.08769750183516
paucaSA,0.431926363742814
paucaSA,-1.46800578074807
paucaSA,0.425595348542734
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,0.918701180465702
paucaSA,0.86160645997418
paucaSA,1.06276231558977
paucaSA,-0.649379327647014
paucaSA,1.87354207488619
paucaSA,1.05749036221344
paucaSA,-0.0589450610907772
paucaSA,0.135529650021041
paucaSA,-0.170985977316544
paucaSA,1.77787888470069
paucaSA,0.425595348542734
paucaSA,NA
paucaSA,-0.761492142827176
paucaSA,0.950509499764964
paucaSA,-1.56175397121021
paucaSA,-0.269825342381939
paucaSA,1.51741666296109
paucaSA,-0.423667243120335
paucaSA,-1.67732236784964
paucaSA,-2.03095371141345
paucaSA,0.0493045046361061
paucaSA,-0.236419158453766
paucaSA,-0.491383802750177
paucaSA,-1.01206977408725
paucaSA,-0.754373283839776
paucaSA,-1.00657423325805
paucaSA,0.0752071623348557
paucaSA,0.730481843934498
paucaSA,0.663241392998603
paucaSA,1.54106240095481
paucaSA,1.11511483341092
paucaSA,2.54469313493213
paucaSA,-0.501443339078836
paucaSA,-1.06095758577267
paucaSA,-0.839669054289743
paucaSA,-0.989230760720596
paucaSA,-1.92875905126629
paucaSA,-1.14914710512396
paucaSA,-0.829057122768545
paucaSA,-1.14914710512396
paucaSA,-1.18227858575672
paucaSA,-2.27087556384093
paucaSA,-0.167158059408245
paucaSA,1.98300291292007
paucaSA,2.08260814612791
paucaSA,-1.84038010918907
paucaSA,-0.501443339078836
paucaSA,1.5961710933714
paucaSA,-1.84817553336318
paucaSA,1.64765833988672
paucaSA,1.40058721529661
paucaSA,-0.46215935131172
paucaSA,NA
paucaSA,0.184417576351981
paucaSA,0.179391907599046
paucaSA,-1.24290838828804
paucaSA,0.302901654457395
paucaSA,-1.10220222410359
paucaSA,0.596161206048474
paucaSA,2.17555629347055
paucaSA,0.950509499764964
paucaSA,1.45901360587139
paucaSA,1.46815219523798
paucaSA,-1.69941287716915
paucaSA,1.43995504069713
paucaSA,-0.188444741849271
paucaSA,0.836769988631908
paucaSA,NA
paucaSA,0.925573746922012
paucaSA,-1.57943247965215
paucaSA,1.47542365098719
paucaSA,1.88481565070643
paucaSA,0.360362044088402
paucaSA,0.866928678254128
paucaSA,0.878969221270081
paucaSA,0.863530570303415
paucaSA,0.438950254958154
paucaSA,1.82474375373726
paucaSA,2.10842510651971
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,-1.09931704253402
paucaSA,-0.12687720816627
paucaSA,NA
paucaSA,1.09954222353351
paucaSA,0.762443102792258
paucaSA,-0.38685194102311
paucaSA,-0.329352944543164
paucaSA,0.207532758216503
paucaSA,0.0658725997131277
paucaSA,-0.0543247918330712
paucaSA,0.567780606615294
paucaSA,-1.65231206077165
paucaSA,-0.964187082651281
paucaSA,1.98178087201567
paucaSA,1.11400797832196
paucaSA,2.43550360552078
paucaSA,2.21348031901122
paucaSA,1.98234352573235
paucaSA,1.46674729728946
paucaSA,0.634045564938987
paucaSA,1.26545725541387
paucaSA,0.792254620119564
paucaSA,-0.423667243120335
paucaSA,0.33437080856206
paucaSA,1.63936303794595
paucaSA,0.879607708823568
paucaSA,NA
paucaSA,NA
paucaSA,1.6836093377485
paucaSA,2.7025401121064
paucaSA,2.80250737175005
paucaSA,-0.350398636929903
paucaSA,-0.0856107765298698
paucaSA,2.15508862422059
paucaSA,2.21304161688931
paucaSA,1.26545725541387
paucaSA,1.47310319024423
paucaSA,1.79205499561065
paucaSA,1.62789046687364
paucaSA,1.80545423562068
paucaSA,NA
paucaSA,-1.14914710512396
paucaSA,1.10261163975657
paucaSA,1.36669909651843
paucaSA,1.92268338392867
paucaSA,-0.478252166269955
paucaSA,-1.14914710512396
paucaSA,-1.46800578074807
paucaSA,-1.14914710512396
paucaSA,0.871428347577263
paucaSA,-1.16354843640898
paucaSA,NA
paucaSA,1.21425136441553
paucaSA,-1.35248739742619
paucaSA,1.36669909651843
paucaSA,-0.356102263178966
paucaSA,0.251982556293349
paucaSA,-1.76150971268977
paucaSA,-0.491383802750177
paucaSA,-0.509279335713844
paucaSA,-1.46800578074807
paucaSA,NA
paucaSA,1.99495256540673
paucaSA,1.75120673245349
paucaSA,1.30045226724645
paucaSA,0.651305469033685
paucaSA,-0.12687720816627
paucaSA,1.6107050353235
paucaSA,1.3806972959499
paucaSA,0.425595348542734
paucaSA,NA
paucaSA,-1.7749668419477
paucaSA,NA
paucaSA,NA
paucaSA,0.0780708510171502
paucaSA,0.67007247310233
paucaSA,1.04915023498307
paucaSA,0.228118606696284
paucaSA,-0.0717297793902893
paucaSA,-0.0589450610907772
paucaSA,0.950509499764964
paucaSA,-1.65231206077165
paucaSA,-0.964187082651281
paucaSA,-0.350398636929903
paucaSA,NA
paucaSA,-0.274290186420241
paucaSA,0.943768456284674
paucaSA,-0.12687720816627
paucaSA,0.950509499764964
paucaSA,-1.46800578074807
paucaSA,-1.14914710512396
paucaSA,0.431926363742814
paucaSA,-2.05866743467822
paucaSA,-1.7749668419477
paucaSA,0.522149405317418
paucaSA,2.07133507192185
paucaSA,2.04625715493471
paucaSA,-0.754435733499695
paucaSA,NA
paucaSA,0.354391469158313
paucaSA,1.30045226724645
paucaSA,-2.19557685838151
paucaSA,0.397754774368483
paucaSA,-0.645997310183745
paucaSA,0.890055298899211
paucaSA,-0.273335627457742
paucaSA,0.638092410192342
paucaSA,0.179270878604662
paucaSA,1.0304359659464
paucaSA,1.0307395564498
paucaSA,0.752056552485062
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,NA
paucaSA,0.868687004897903
paucaSA,-0.12687720816627
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,NA
paucaSA,-0.909202208838987
paucaSA,NA
paucaSA,NA
paucaSA,0.360362044088402
paucaSA,-0.24979995070724
paucaSA,0.746220593813835
paucaSA,NA
paucaSA,-0.274290186420241
paucaSA,-1.14914710512396
paucaSA,-0.274290186420241
paucaSA,-0.813697850413298
paucaSA,0.766745460848197
paucaSA,-0.217761986296385
paucaSA,0.46835454976181
paucaSA,0.24001522548291
paucaSA,NA
paucaSA,NA
paucaSA,0.762443102792258
paucaSA,-0.274290186420241
paucaSA,NA
paucaSA,NA
paucaSA,-0.274290186420241
paucaSA,NA
paucaSA,-1.07049141819444
paucaSA,0.860227154276928
paucaSA,-1.46800578074807
paucaSA,-0.104289445183405
paucaSA,1.92268338392867
paucaSA,-0.274290186420241
paucaSA,NA
paucaSA,0.0966442205973641
paucaSA,-0.460609880140808
paucaSA,0.0966442205973641
paucaSA,NA
paucaSA,NA
paucaSA,-0.558797203003071
paucaSA,-0.46215935131172
paucaSA,-1.14914710512396
paucaSA,-1.14914710512396
paucaSA,NA
paucaSA,-1.46800578074807
paucaSA,-1.65231206077165
paucaSA,NA
paucaSA,NA
paucaSA,-0.478252166269955
paucaSA,1.30045226724645
paucaSA,0.292864448712026
paucaSA,0.94739199133925
paucaSA,1.06276231558977
paucaSA,0.0966442205973636
paucaSA,1.30045226724645
paucaSA,1.02872905333911
paucaSA,1.62798844571648
paucaSA,-0.12687720816627
paucaSA,NA
paucaSA,-0.274290186420241
paucaSA,0.210698010517599
paucaSA,0.425595348542734
paucaSA,0.690018342607458
paucaSA,-0.909202208838987
