pop,Pi
paucaCA,0.615384615384615
paucaCA,0.512820512820513
paucaCA,3.07692307692308
paucaCA,2.05128205128205
paucaCA,15.9230769230769
paucaCA,3.48717948717949
paucaCA,2.53846153846154
paucaCA,5.46153846153846
paucaCA,0
paucaCA,0.538461538461539
paucaCA,0.282051282051282
paucaCA,1.05128205128205
paucaCA,9.38461538461538
paucaCA,2.56410256410256
paucaCA,0
paucaCA,1.38461538461538
paucaCA,3.61538461538462
paucaCA,2
paucaCA,4.53846153846154
paucaCA,0.666666666666667
paucaCA,0.307692307692308
paucaCA,0.461538461538462
paucaCA,0
paucaCA,0
paucaCA,7.38461538461538
paucaCA,0.384615384615385
paucaCA,1.84615384615385
paucaCA,3.69230769230769
paucaCA,0
paucaCA,3.15384615384615
paucaCA,0.307692307692308
paucaCA,0
paucaCA,1.69230769230769
paucaCA,0.461538461538462
paucaCA,0.307692307692308
paucaCA,0.153846153846154
paucaCA,0.307692307692308
paucaCA,1.51282051282051
paucaCA,0
paucaCA,0.435897435897436
paucaCA,0.153846153846154
paucaCA,0
paucaCA,0
paucaCA,0.307692307692308
paucaCA,0
paucaCA,3.12820512820513
paucaCA,10.0769230769231
paucaCA,0.743589743589744
paucaCA,1.84615384615385
paucaCA,2.30769230769231
paucaCA,0
paucaCA,0.153846153846154
paucaCA,0.307692307692308
paucaCA,3.71794871794872
paucaCA,7.76923076923077
paucaCA,0.923076923076923
paucaCA,0.743589743589744
paucaCA,2.30769230769231
paucaCA,0
paucaCA,0
paucaCA,0.615384615384615
paucaCA,0.461538461538462
paucaCA,0
paucaCA,1.66666666666667
paucaCA,0
paucaCA,0.307692307692308
paucaCA,0.846153846153846
paucaCA,1.84615384615385
paucaCA,0
paucaCA,0.615384615384615
paucaCA,0.461538461538462
paucaCA,0.615384615384615
paucaCA,12.4615384615385
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,0.743589743589744
paucaCA,0.153846153846154
paucaCA,0
paucaCA,8.41025641025641
paucaCA,0.153846153846154
paucaCA,0
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,14.6153846153846
paucaCA,1.46153846153846
paucaCA,1.51282051282051
paucaCA,9.76923076923077
paucaCA,3.35897435897436
paucaCA,3.41025641025641
paucaCA,2.1025641025641
paucaCA,7.92307692307692
paucaCA,0.384615384615385
paucaCA,0.538461538461539
paucaCA,0.435897435897436
paucaCA,0.923076923076923
paucaCA,2.43589743589744
paucaCA,8.17948717948718
paucaCA,0
paucaCA,0
paucaCA,1.74358974358974
paucaCA,12.8205128205128
paucaCA,0.58974358974359
paucaCA,0.307692307692308
paucaCA,0.384615384615385
paucaCA,0.769230769230769
paucaCA,0.461538461538462
paucaCA,0.615384615384615
paucaCA,0.974358974358974
paucaCA,1.23076923076923
paucaCA,0.153846153846154
paucaCA,32
paucaCA,25.1794871794872
paucaCA,0.538461538461539
paucaCA,1.30769230769231
paucaCA,1.02564102564103
paucaCA,0.153846153846154
paucaCA,0
paucaCA,1.53846153846154
paucaCA,5.35897435897436
paucaCA,4.94871794871795
paucaCA,4.92307692307692
paucaCA,9.43589743589744
paucaCA,14.8974358974359
paucaCA,1.64102564102564
paucaCA,0.307692307692308
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,19.3076923076923
paucaCA,0
paucaCA,3.20512820512821
paucaCA,0.307692307692308
paucaCA,0
paucaCA,0.153846153846154
paucaCA,0
paucaCA,0.769230769230769
paucaCA,1.23076923076923
paucaCA,1.84615384615385
paucaCA,0.564102564102564
paucaCA,3.02564102564103
paucaCA,3.53846153846154
paucaCA,4.79487179487179
paucaCA,0
paucaCA,3.38461538461538
paucaCA,0.769230769230769
paucaCA,4.1025641025641
paucaCA,1.02564102564103
paucaCA,2.64102564102564
paucaCA,5.84615384615385
paucaCA,1.48717948717949
paucaCA,1
paucaCA,1.33333333333333
paucaCA,0.846153846153846
paucaCA,1.07692307692308
paucaCA,0.461538461538462
paucaCA,0
paucaCA,0.461538461538462
paucaCA,0.153846153846154
paucaCA,0.769230769230769
paucaCA,1.38461538461538
paucaCA,2.15384615384615
paucaCA,0.512820512820513
paucaCA,1.61538461538462
paucaCA,3.97435897435897
paucaCA,7.71794871794872
paucaCA,1.69230769230769
paucaCA,0.435897435897436
paucaCA,0.846153846153846
paucaCA,0.615384615384615
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,0.461538461538462
paucaCA,0.153846153846154
paucaCA,0.307692307692308
paucaCA,0.743589743589744
paucaCA,0.282051282051282
paucaCA,6.53846153846154
paucaCA,4.1025641025641
paucaCA,6.56410256410256
paucaCA,2.61538461538462
paucaCA,3.30769230769231
paucaCA,5.23076923076923
paucaCA,1.38461538461538
paucaCA,0.615384615384615
paucaCA,1.84615384615385
paucaCA,0.538461538461538
paucaCA,1.84615384615385
paucaCA,1.07692307692308
paucaCA,1.69230769230769
paucaCA,2.30769230769231
paucaCA,12.1282051282051
paucaCA,2.69230769230769
paucaCA,0.564102564102564
paucaCA,13.5384615384615
paucaCA,7.28205128205128
paucaCA,2.56410256410256
paucaCA,21.7435897435897
paucaCA,0.461538461538462
paucaCA,2.56410256410256
paucaCA,0.846153846153846
paucaCA,0.923076923076923
paucaCA,0.974358974358974
paucaCA,3.61538461538462
paucaCA,0.974358974358974
paucaCA,13.2564102564103
paucaCA,5.53846153846154
paucaCA,3.92307692307692
paucaCA,0.538461538461539
paucaCA,1.07692307692308
paucaCA,5.12820512820513
paucaCA,8.76923076923077
paucaCA,0.384615384615385
paucaCA,10.1538461538462
paucaCA,5.07692307692308
paucaCA,3.76923076923077
paucaCA,5
paucaCA,18.1025641025641
paucaCA,17.5384615384615
paucaCA,1.74358974358974
paucaCA,3.1025641025641
paucaCA,1
paucaCA,0.615384615384615
paucaCA,1.69230769230769
paucaCA,1.46153846153846
paucaCA,1.07692307692308
paucaCA,1.84615384615385
paucaCA,2.30769230769231
paucaCA,6.28205128205128
paucaCA,1.53846153846154
paucaCA,0.923076923076923
paucaCA,2
paucaCA,2.23076923076923
paucaCA,3.38461538461539
paucaCA,4.38461538461539
paucaCA,3.46153846153846
paucaCA,7.25641025641026
paucaCA,31.9487179487179
paucaCA,3.25641025641026
paucaCA,0
paucaCA,5.05128205128205
paucaCA,0.307692307692308
paucaCA,0.153846153846154
paucaCA,0.692307692307692
paucaCA,0
paucaCA,2.07692307692308
paucaCA,2.15384615384615
paucaCA,0.692307692307692
paucaCA,0.769230769230769
paucaCA,0.769230769230769
paucaCA,3.46153846153846
paucaCA,2.30769230769231
paucaCA,0
paucaCA,0.307692307692308
paucaCA,0.461538461538462
paucaCA,1.61538461538462
paucaCA,0
paucaCA,1.66666666666667
paucaCA,4.05128205128205
paucaCA,5
paucaCA,1.66666666666667
paucaCA,24.5897435897436
paucaCA,2.69230769230769
paucaCA,3.38461538461539
paucaCA,0.615384615384615
paucaCA,1.53846153846154
paucaCA,2.53846153846154
paucaCA,24.6153846153846
paucaCA,8.71794871794872
paucaCA,2.71794871794872
paucaCA,1.84615384615385
paucaCA,0.743589743589744
paucaCA,0
paucaCA,2.2051282051282
paucaCA,0.666666666666667
paucaCA,10.2820512820513
paucaCA,1.69230769230769
paucaCA,4.28205128205128
paucaCA,1.02564102564103
paucaCA,0.743589743589744
paucaCA,2.2051282051282
paucaCA,1.23076923076923
paucaCA,0.461538461538462
paucaCA,0.461538461538462
paucaCA,0.692307692307692
paucaCA,0.58974358974359
paucaCA,0.307692307692308
paucaCA,1.46153846153846
paucaCA,0.948717948717949
paucaCA,1.20512820512821
paucaCA,0.461538461538462
paucaCA,0.153846153846154
paucaCA,0
paucaCA,2.38461538461538
paucaCA,2.46153846153846
paucaCA,2.69230769230769
paucaCA,3.15384615384615
paucaCA,1.53846153846154
paucaCA,6.84615384615385
paucaCA,1.07692307692308
paucaCA,2.43589743589744
paucaCA,0
paucaCA,1.84615384615385
paucaCA,2.15384615384615
paucaCA,0.461538461538462
paucaCA,0.307692307692308
paucaCA,0
paucaCA,0.461538461538462
paucaCA,1
paucaCA,7.53846153846154
paucaCA,2.58974358974359
paucaCA,0.153846153846154
paucaCA,6.05128205128205
paucaCA,0.769230769230769
paucaCA,2.17948717948718
paucaCA,11.5897435897436
paucaCA,4.07692307692308
paucaCA,10.6410256410256
paucaCA,9.1025641025641
paucaCA,3.12820512820513
paucaCA,5.53846153846154
paucaCA,9.69230769230769
paucaCA,1.53846153846154
paucaCA,0.512820512820513
paucaCA,0
paucaCA,21.3589743589744
paucaCA,9.30769230769231
paucaCA,3.92307692307692
paucaCA,5
paucaCA,2.56410256410256
paucaCA,9.02564102564103
paucaCA,11.6923076923077
paucaCA,1.69230769230769
paucaCA,4.79487179487179
paucaCA,5.8974358974359
paucaCA,0.153846153846154
paucaCA,0.461538461538462
paucaCA,0.923076923076923
paucaCA,0.282051282051282
paucaCA,0.615384615384615
paucaCA,1.23076923076923
paucaCA,2.46153846153846
paucaCA,0.461538461538462
paucaCA,0.307692307692308
paucaCA,0
paucaCA,0.153846153846154
paucaCA,1.69230769230769
paucaCA,2.23076923076923
paucaCA,1.23076923076923
paucaCA,1.53846153846154
paucaCA,13.0512820512821
paucaCA,5.79487179487179
paucaCA,1.69230769230769
paucaCA,0.769230769230769
paucaCA,7.48717948717949
paucaCA,1.51282051282051
paucaCA,3.1025641025641
paucaCA,0.769230769230769
paucaCA,1.46153846153846
paucaCA,1.61538461538462
paucaCA,0.846153846153846
paucaCA,6.92307692307692
paucaCA,0.153846153846154
paucaCA,0.384615384615385
paucaCA,0.692307692307692
paucaCA,6
paucaCA,10.5128205128205
paucaCA,0.384615384615385
paucaCA,2.02564102564103
paucaCA,1.30769230769231
paucaCA,1.46153846153846
paucaCA,7.76923076923077
paucaCA,2.79487179487179
paucaCA,18.7692307692308
paucaCA,0.512820512820513
paucaCA,0.82051282051282
paucaCA,0.282051282051282
paucaCA,1
paucaCA,2.30769230769231
paucaCA,7.38461538461539
paucaCA,0.461538461538462
paucaCA,0.615384615384615
paucaCA,0.615384615384615
paucaCA,0.615384615384615
paucaCA,2.30769230769231
paucaCA,2.38461538461538
paucaCA,0.282051282051282
paucaCA,3.25641025641026
paucaCA,5.02564102564103
paucaCA,6.82051282051282
paucaCA,12.9230769230769
paucaCA,5.46153846153846
paucaCA,3.84615384615385
paucaCA,6.12820512820513
paucaCA,2.74358974358974
paucaCA,1.84615384615385
paucaCA,2.05128205128205
paucaCA,3.25641025641026
paucaCA,0.153846153846154
paucaCA,1.82051282051282
paucaCA,1.12820512820513
paucaCA,4
paucaCA,9.94871794871795
paucaCA,5.66666666666667
paucaCA,16.6153846153846
paucaCA,1.84615384615385
paucaCA,20.6923076923077
paucaCA,0.461538461538462
paucaCA,1.07692307692308
paucaCA,0.384615384615385
paucaCA,0.666666666666667
paucaCA,4.23076923076923
paucaCA,23.8717948717949
paucaCA,11.6153846153846
paucaCA,0
paucaCA,7.23076923076923
paucaCA,0
paucaCA,0.461538461538462
paucaCA,0.307692307692308
paucaCA,0
paucaCA,0
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,2.38461538461538
paucaCA,0.282051282051282
paucaCA,1.07692307692308
paucaCA,0
paucaCA,0.461538461538462
paucaCA,0
paucaCA,0.615384615384615
paucaCA,0.307692307692308
paucaCA,0
paucaCA,0.82051282051282
paucaCA,0
paucaCA,2.48717948717949
paucaCA,5.74358974358974
paucaCA,3.8974358974359
paucaCA,12.1538461538462
paucaCA,16.5897435897436
paucaCA,5.15384615384615
paucaCA,0.461538461538462
paucaCA,0.769230769230769
paucaCA,2.17948717948718
paucaCA,1.12820512820513
paucaCA,2.82051282051282
paucaCA,0.384615384615385
paucaCA,0.435897435897436
paucaCA,1.69230769230769
paucaCA,11.8717948717949
paucaCA,6.41025641025641
paucaCA,58.5384615384615
paucaCA,6.28205128205128
paucaCA,40.9230769230769
paucaCA,20.4358974358974
paucaCA,4.51282051282051
paucaCA,0.923076923076923
paucaCA,2.76923076923077
paucaCA,9.61538461538462
paucaCA,13.0769230769231
paucaCA,22.8205128205128
paucaCA,0.461538461538462
paucaCA,15.7692307692308
paucaCA,10.5384615384615
paucaCA,0
paucaCA,1.51282051282051
paucaCA,1.30769230769231
paucaCA,6.30769230769231
paucaCA,0.461538461538462
paucaCA,0.282051282051282
paucaCA,7.64102564102564
paucaCA,3.87179487179487
paucaCA,2.15384615384615
paucaCA,0
paucaCA,0.153846153846154
paucaCA,0.461538461538462
paucaCA,0.461538461538462
paucaCA,0.153846153846154
paucaCA,0
paucaCA,0
paucaCA,8.15384615384616
paucaCA,0
paucaCA,0.846153846153846
paucaCA,0
paucaCA,2
paucaCA,0.769230769230769
paucaCA,21.3076923076923
paucaCA,2.46153846153846
paucaCA,0.461538461538462
paucaCA,2.92307692307692
paucaCA,1.53846153846154
paucaCA,0.461538461538462
paucaCA,0
paucaCA,0
paucaCA,8.2051282051282
paucaCA,0.743589743589744
paucaCA,1.38461538461538
paucaCA,1.84615384615385
paucaCA,5.69230769230769
paucaCA,15.5897435897436
paucaCA,1.76923076923077
paucaCA,1.23076923076923
paucaCA,1.84615384615385
paucaCA,7.46153846153846
paucaCA,10.025641025641
paucaCA,0.538461538461539
paucaCA,1.38461538461538
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,0
paucaCA,9.69230769230769
paucaCA,3.76923076923077
paucaCA,0.769230769230769
paucaCA,2.8974358974359
paucaCA,0.538461538461539
paucaCA,2.30769230769231
paucaCA,0.512820512820513
paucaCA,6.74358974358974
paucaCA,1.53846153846154
paucaCA,0
paucaCA,3.64102564102564
paucaCA,0.769230769230769
paucaCA,1.53846153846154
paucaCA,0.743589743589744
paucaCA,0.307692307692308
paucaCA,0.384615384615385
paucaCA,0
paucaCA,0.153846153846154
paucaCA,0
paucaCA,11.6923076923077
paucaCA,2.38461538461538
paucaCA,1.69230769230769
paucaCA,7.12820512820513
paucaCA,2
paucaCA,2.48717948717949
paucaCA,0.948717948717949
paucaCA,3
paucaCA,5.25641025641026
paucaCA,8.23076923076923
paucaCA,0.384615384615385
paucaCA,0
paucaCA,1
paucaCA,0.461538461538462
paucaCA,1.53846153846154
paucaCA,5.12820512820513
paucaCA,6.58974358974359
paucaCA,1.12820512820513
paucaCA,1.46153846153846
paucaCA,14.0512820512821
paucaCA,16.6153846153846
paucaCA,3.94871794871795
paucaCA,2.53846153846154
paucaCA,1.15384615384615
paucaCA,4.76923076923077
paucaCA,8.20512820512821
paucaCA,24.8974358974359
paucaCA,34.4102564102564
paucaCA,14.0769230769231
paucaCA,2.30769230769231
paucaCA,1.30769230769231
paucaCA,3.76923076923077
paucaCA,1.38461538461538
paucaCA,1.87179487179487
paucaCA,2.28205128205128
paucaCA,3.43589743589744
paucaCA,1.66666666666667
paucaCA,0.153846153846154
paucaCA,0.974358974358974
paucaCA,0.153846153846154
paucaCA,1.07692307692308
paucaCA,5.97435897435897
paucaCA,10.2307692307692
paucaCA,19.1025641025641
paucaCA,6.30769230769231
paucaCA,2.8974358974359
paucaCA,1.38461538461538
paucaCA,2.76923076923077
paucaCA,9.07692307692308
paucaCA,7.61538461538462
paucaCA,1.82051282051282
paucaCA,0.538461538461539
paucaCA,0
paucaCA,1.35897435897436
paucaCA,1.69230769230769
paucaCA,6.69230769230769
paucaCA,4.15384615384615
paucaCA,6.25641025641026
paucaCA,6.61538461538462
paucaCA,15.4102564102564
paucaCA,0.461538461538462
paucaCA,3.97435897435897
paucaCA,1.84615384615385
paucaCA,5.71794871794872
paucaCA,5.23076923076923
paucaCA,15.7435897435897
paucaCA,3.8974358974359
paucaCA,0
paucaCA,4.74358974358974
paucaCA,0.897435897435897
paucaCA,0.538461538461538
paucaCA,1.07692307692308
paucaCA,1.07692307692308
paucaCA,3.53846153846154
paucaCA,0.846153846153846
paucaCA,1.23076923076923
paucaCA,10.2820512820513
paucaCA,2.43589743589744
paucaCA,2.56410256410256
paucaCA,0
paucaCA,0.153846153846154
paucaCA,0.871794871794872
paucaCA,0.615384615384615
paucaCA,0
paucaCA,5.30769230769231
paucaCA,3.46153846153846
paucaCA,2.02564102564103
paucaCA,5.94871794871795
paucaCA,10.4615384615385
paucaCA,2.94871794871795
paucaCA,7
paucaCA,2.23076923076923
paucaCA,0.461538461538462
paucaCA,0.923076923076923
paucaCA,6.20512820512821
paucaCA,10.9230769230769
paucaCA,6.66666666666667
paucaCA,4.05128205128205
paucaCA,3.8974358974359
paucaCA,12.0512820512821
paucaCA,3
paucaCA,1.76923076923077
paucaCA,6.12820512820513
paucaCA,1.12820512820513
paucaCA,6.94871794871795
paucaCA,3.23076923076923
paucaCA,8.15384615384616
paucaCA,0
paucaCA,0
paucaCA,5.46153846153846
paucaCA,11.5384615384615
paucaCA,8.07692307692308
paucaCA,0.564102564102564
paucaCA,8.84615384615385
paucaCA,13
paucaCA,7.87179487179487
paucaCA,1.76923076923077
paucaCA,6.53846153846154
paucaCA,2.87179487179487
paucaCA,7.58974358974359
paucaCA,6.92307692307692
paucaCA,0
paucaCA,0.153846153846154
paucaCA,7.30769230769231
paucaCA,1.38461538461538
paucaCA,5.23076923076923
paucaCA,0.82051282051282
paucaCA,0.153846153846154
paucaCA,0.307692307692308
paucaCA,0.153846153846154
paucaCA,4.69230769230769
paucaCA,3.48717948717949
paucaCA,0
paucaCA,0.923076923076923
paucaCA,1
paucaCA,1.38461538461538
paucaCA,1.15384615384615
paucaCA,1.38461538461538
paucaCA,2
paucaCA,2.53846153846154
paucaCA,3.38461538461539
paucaCA,0.307692307692308
paucaCA,0
paucaCA,2.51282051282051
paucaCA,3.74358974358974
paucaCA,0.512820512820513
paucaCA,10
paucaCA,0.615384615384615
paucaCA,24.5128205128205
paucaCA,3.07692307692308
paucaCA,0.384615384615385
paucaCA,0
paucaCA,0.615384615384615
paucaCA,0
paucaCA,0
paucaCA,1.97435897435897
paucaCA,18.1538461538462
paucaCA,8.02564102564103
paucaCA,5.43589743589744
paucaCA,7.92307692307692
paucaCA,0.948717948717949
paucaCA,0.461538461538462
paucaCA,0.461538461538462
paucaCA,0.923076923076923
paucaCA,0.564102564102564
paucaCA,0
paucaCA,0.282051282051282
paucaCA,17.1794871794872
paucaCA,0.615384615384615
paucaCA,0.461538461538462
paucaCA,0.307692307692308
paucaCA,0.153846153846154
paucaCA,0.743589743589744
paucaCA,1.38461538461538
paucaCA,0.615384615384615
paucaCA,8.30769230769231
paucaCA,7.23076923076923
paucaCA,10.9230769230769
paucaCA,1.53846153846154
paucaCA,0
paucaCA,33.6923076923077
paucaCA,0.512820512820513
paucaCA,2.46153846153846
paucaCA,14.7435897435897
paucaCA,26.8205128205128
paucaCA,25.4615384615385
paucaCA,4.82051282051282
paucaCA,39.3076923076923
paucaCA,25.7948717948718
paucaCA,2.07692307692308
paucaCA,12.3333333333333
paucaCA,9.07692307692308
paucaCA,0.153846153846154
paucaCA,0
paucaCA,0
paucaCA,25.7435897435897
paucaCA,0.615384615384615
paucaCA,0.153846153846154
paucaCA,0
paucaCA,0
paucaCA,0.435897435897436
paucaCA,0
paucaCA,0
paucaCA,1.07692307692308
paucaCA,10.6410256410256
paucaCA,6.82051282051282
paucaCA,0
paucaCA,0.282051282051282
paucaCA,0.153846153846154
paucaCA,0.282051282051282
paucaCA,0.717948717948718
paucaCA,17.7435897435897
paucaCA,1.51282051282051
paucaCA,22.4102564102564
paucaCA,3.07692307692308
paucaCA,0
paucaCA,0
paucaCA,3.46153846153846
paucaCA,0.282051282051282
paucaCA,0
paucaCA,0
paucaCA,0.282051282051282
paucaCA,0
paucaCA,2.35897435897436
paucaCA,2
paucaCA,0.307692307692308
paucaCA,1.56410256410256
paucaCA,5.23076923076923
paucaCA,0.282051282051282
paucaCA,0
paucaCA,0.666666666666667
paucaCA,1.69230769230769
paucaCA,0.666666666666667
paucaCA,0
paucaCA,0
paucaCA,1.07692307692308
paucaCA,0.538461538461539
paucaCA,0.153846153846154
paucaCA,0.153846153846154
paucaCA,0
paucaCA,0.307692307692308
paucaCA,0.461538461538462
paucaCA,0
paucaCA,0
paucaCA,0.82051282051282
paucaCA,0.512820512820513
paucaCA,1.74358974358974
paucaCA,1.25641025641026
paucaCA,1.69230769230769
paucaCA,0.666666666666667
paucaCA,0.512820512820513
paucaCA,10.3589743589744
paucaCA,11.0769230769231
paucaCA,0.615384615384615
paucaCA,0
paucaCA,0.282051282051282
paucaCA,9.7948717948718
paucaCA,0.384615384615385
paucaCA,1.92307692307692
paucaCA,0.435897435897436
paucaCA,3.46153846153846
paucaCA,0.384615384615385
paucaCA,19.5128205128205
paucaCA,0.461538461538462
paucaCA,1.38461538461538
paucaCA,2.30769230769231
paucaCA,0
paucaCA,1.38461538461538
paucaCA,2.76923076923077
paucaCA,3
paucaCA,1.92307692307692
paucaCA,1.02564102564103
paucaCA,0
paucaCA,0
paucaCA,1.53846153846154
paucaCA,1.17948717948718
paucaCA,1.12820512820513
paucaCA,0
paucaCA,0.307692307692308
paucaCA,0.615384615384615
paucaCA,0
paucaCA,0.153846153846154
paucaCA,5.82051282051282
paucaCA,6.82051282051282
paucaCA,0
paucaCA,0.512820512820513
paucaCA,1.02564102564103
paucaCA,0.666666666666667
paucaCA,0
paucaCA,0.307692307692308
paucaCA,0
paucaCA,2.66666666666667
paucaCA,1.07692307692308
paucaCA,2.20512820512821
paucaCA,3.38461538461539
paucaCA,4.07692307692308
paucaCA,0.769230769230769
paucaCA,11.6153846153846
paucaCA,10.3076923076923
paucaCA,3.76923076923077
paucaCA,4.46153846153846
paucaCA,4.76923076923077
paucaCA,16.7692307692308
paucaCA,9.30769230769231
paucaCA,8
paucaCA,8.61538461538461
paucaCA,2.74358974358974
paucaCA,1.23076923076923
paucaCA,3.07692307692308
paucaCA,11.6153846153846
paucaCA,2.82051282051282
paucaCA,26.3333333333333
paucaCA,0.384615384615385
paucaCA,1.41025641025641
paucaCA,3.66666666666667
paucaCA,16.4358974358974
paucaCA,0.846153846153846
paucaCA,0.307692307692308
paucaCA,1.38461538461538
paucaCA,0.846153846153846
paucaCA,0.461538461538462
paucaCA,1.12820512820513
paucaCA,5.74358974358974
paucaCA,0
paucaCA,1.30769230769231
paucaCA,0
paucaCA,0
paucaCA,0.461538461538462
paucaCA,0.743589743589744
paucaCA,23.8974358974359
paucaCA,0.307692307692308
paucaCA,1.38461538461538
paucaCA,0.538461538461539
paucaCA,0.769230769230769
paucaCA,3.56410256410256
paucaCA,8.07692307692308
paucaCA,0.153846153846154
paucaCA,0.538461538461539
paucaCA,0.692307692307692
paucaCA,0
paucaCA,0.153846153846154
